sentence	label
what does `` intractable plantar keratoma '' mean 	0
what batman character tools around on a batcycle 	3
how is ` qigong ' properly pronounced 	0
where must a soccer goalie stand to be permitted to handle the ball 	4
when was richard nixon born 	5
what does camera ready art mean 	0
what is gymnophobia 	0
who was picasso 	3
who else was considered for the role of luke skywalker when george lucas was casting 	3
what is a conifer 	0
what does cnn stand for 	2
what is a female rabbit called 	1
what was the nickname of model leslie hornby 	3
when the tutankhamun exhibit was on display in the u s what moving company transported 	3
what states do not have state income tax 	4
what peter blatty novel recounts the horrors of regan macneil 's possession by the devil 	1
what judith rossner novel was made into a film starring diane keaton 	1
what is a fear of speaking 	1
who created maudie frickett 	3
on what avenue is the original saks department store located 	4
what country is proud to claim volcano national park 	4
what european race sees the winner of its mountain stage awarded a jersey with large 	1
who plays the cop in the movie `` kindergarten cop '' 	3
what country after canada and mexico is closest to the u s 	4
what food did marco polo introduce into italy from the court of kubla khan 	1
what common livestock have the greatest variety of breeds 	1
what nuclear process takes place in an h bomb 	0
what is an aurora 	0
what made the finger lakes in western new york state 	0
how many major nazi leaders went on trial after the war at nuremberg 	5
why did europeans first come to australia and oceania 	0
in what city is the us declaration of independence located 	4
what was the name of the u s navy gunboat in the film the sand 	1
what are the names of richard nixon 's two daughters 	3
what country has the most coastline 	4
what was paper made of in the late 16th century 	1
what is an isthmus 	0
who is the current prime minister and president of russia 	3
what is australia day 	0
what actor married john f kennedy 's sister 	3
where can i get information on the original 13 us colonies 	4
what is the abbreviation for original equipment manufacturer 	2
where was the ligurian republic 1797 185 	4
what will the california gas tax be in the year 2000 	5
what causes blue balls 	0
what is the root of all evil 	0
how much could you rent a volkswagen bug for in 1966 	5
what mexican leader was shot dead in 1923 	3
what u s vice president once declared `` if you 've seen one slum you 	3
what dumb but loveable character did maurice gosfield play on the phil silvers show 	3
what countries have the largest armed forces in the world 	4
what is the difference between classical conditioning and operant conditioning 	0
how does the speed the magnet spins in a generator affect the output of the 	0
what is a specimen of basidiomycetes 	0
what will happen when sodium is put in water 	0
who is behind the name of the harvey wallbanger drink 	3
how has tv affected our society 	0
what is the highest roman numeral 	0
which is the most used computer program 	1
what are the chemicals used in glowsticks 	1
what was the name of baretta 's cockatoo 	1
how do i write to my congressman 	0
what two countries is andorra nestled between 	4
what is the name of the ` female ' counterpart to el nino which results 	1
what new england state carries the telephone area code 27 	4
how do fuel injectors work 	0
how many astronauts manned each project mercury flight 	5
what is the difference between neoclassical art and romanticism art 	0
what is bph 	2
what is the population of arcadia florida 	5
how long ago was the roe vs wade decision by the supreme court 	5
what body of water does the danube river flow into 	4
what date is boxing day 	5
when was the internal combustion engine developed 	5
what famed clown appeared on an early howdy doody show and insisted that clarabell be 	3
when did gothic art and architecture flourish 	5
name a film that has won the golden bear in the berlin film festival 	1
what does salk vaccine prevent 	1
what year was the naacp founded 	5
what common plant has a button cap cup gills and ring 	1
who is the prime minister of japan 	3
how many miles of corridors are in the pentagon 	5
who created the monster in mary shelley 's novel frankenstein 	3
who was lacan 	3
how does a small businessman contact the good humor ice cream company to do business 	0
what two animals are specifically mentioned as being in noah 's ark 	1
how do you determine heating requirements for your home 	0
who famously rode to warn the people of massachusetts that the british were coming 	3
who invented the electric guitar 	3
what is the origin of `` barbeque '' 	0
what do goldfish lose if kept in dimly lit or running water 	1
what color of dry wine should be served with veal roasts and chops 	1
the kentucky horse park is located near what city 	4
what was the first ready to eat breakfast cereal 	1
what was the outcome of the 1945 yalta conference 	0
what was the proper laugh in respones to `` say goodnight dick '' 	0
what tv series saw many of its aquatic scenes shot at silver springs florida 	1
what caused harry houdini 's death 	0
what did martin luther post on the church door at wittenberg 	1
for what disease is the drug sinemet used as a treatment 	1
what was the infamous pseudonym of peter sutcliffe 	3
what was the name of captain bligh 's ship 	1
which thrilled taste buds first snickers or 3 musketeers 	1
how many watts make a kilowatt 	5
what does e g stand for 	2
which comic strip was never turned into a broadway musical 	1
why did several san diego schools remove apples from students menus 	0
what is the oldest website on the internet 	4
how many miles are there between tel aviv israel and memphis tennessee 	5
what 's the only mammal that can 't jump 	1
what former royal palace has served as a granary prison arsenal leper colony mint telegraph 	4
why do we ask for the `` check '' and not the bill at a 	0
what did the congress of vienna establish 	1
